"Project","Repository","Hosting","Discovered","Discovery Source","Query","Suggested Target Input","Suggested Category","Suggested Views","Description","Created","Last Update","Stars","Language","License","Archived","Fork","Score","Confidence","Evidence","Review Status","Notes"
"Wiwok","https://github.com/Kirozaku/Wiwok","GitHub","2026-07-15","Identity Footprint reconnaissance attachment","manual review","Username; Email; Phone Number","Identity","EMERGING.md","Investigates usernames, email addresses, phone numbers, and names without mandatory API keys.","2026-04-26","2026-05-22","34","Python","GPL-3.0","false","false","6","high","Small but implementation-bearing multi-target OSINT project with documented confidence scoring.","accepted","Accepted into Emerging as a small implementation-bearing multi-target project."
"x-scraper","https://github.com/proxidize/x-scraper","GitHub","2026-07-15","Identity Footprint reconnaissance attachment","manual review","Username","Social Media","EMERGING.md","Collects X timelines and search results through Playwright with resume and proxy controls.","2025-10-30","2026-06-22","30","Python","MIT","false","false","6","high","Public implementation matches the feature description in the supplied GitHub Topics reconnaissance.","accepted","Accepted into Emerging as the repository matching the supplied GitHub Topics description."
"SmartImage","https://github.com/Decimation/SmartImage","GitHub","2026-07-15","Independent GitHub research: image intelligence","reverse image search","Image","Media","","Desktop reverse-image search client for several image and media-matching services.","2020-01-20","2026-07-10","1155","C#","","false","false","6","medium","Substantial active implementation, but the repository does not declare an open-source license.","rejected","Rejected because the public repository does not declare an open-source license."
"CamXploit","https://github.com/spyboy-productions/CamXploit","GitHub","2026-07-15","Independent GitHub research: online camera intelligence","camera exposure assessment","Video","Media","EMERGING.md","Assesses camera services for exposed ports, interfaces, streams, and configuration weaknesses.","2025-02-26","2026-01-06","1075","Python","AGPL-3.0","false","false","4","medium","Implementation includes active probing and default-credential testing, which goes beyond passive open-source collection.","rejected","Rejected from the OSINT catalogue because active probing and default-credential testing go beyond passive open-source collection."
"Darksearch","https://github.com/vlall/Darksearch","GitHub","2026-07-15","Independent GitHub research: dark web intelligence","dark web search","Onion Service","Dark Web","","Searches indexed onion, IRC, and deep-web material.","2015-12-09","2022-12-26","541","Python","","false","false","4","medium","Relevant implementation, but it has no declared open-source license and has not been updated since 2022.","rejected","Rejected because it has no declared open-source license and has not been updated since 2022."
"Pantheon","https://github.com/josh0xA/Pantheon","GitHub","2026-07-15","Independent GitHub research: online camera intelligence","IoT camera reconnaissance","Video","Media","","Discovers and views reachable IoT camera services.","2023-11-29","2024-07-30","185","Python","","false","false","4","medium","Implementation is relevant to camera reconnaissance, but the repository does not declare an open-source license.","rejected","Rejected because the repository does not declare an open-source license."
"Telegram Dark Web Monitoring","https://github.com/gjbatista/Telegram-DarkWeb-Monitoring","GitHub","2026-07-15","Independent GitHub research: dark web intelligence","keyword monitoring","Onion Service","Dark Web","EMERGING.md","Monitors keywords on onion sites and sends Telegram notifications.","2024-11-13","2024-11-13","6","Python","MIT","false","false","4","medium","Licensed implementation has a direct monitoring workflow but only one day of project activity and no subsequent maintenance evidence.","rejected","Rejected for now because the repository shows only one day of project activity and no later maintenance evidence."
"camforge","https://github.com/SoCloseSociety/camforge","GitHub","2026-07-15","Independent GitHub research: online camera intelligence","public camera map","Video","Media","EMERGING.md","Maps public traffic, weather, and webcam feeds with local vision analysis.","2026-07-07","2026-07-07","2","TypeScript","","false","false","3","low","Potentially relevant concept, but the repository is an initial release with minimal adoption and history.","rejected","Rejected for now because it has insufficient implementation history and adoption."
"deepdarkCTI","https://github.com/fastfire/deepdarkCTI","GitHub","2026-07-15","Independent GitHub research: dark web intelligence","dark web CTI sources","Onion Service; Domain; IP Address; URL; File Hash","Threat Intelligence","","Collects links to cyber-threat intelligence sources from the deep and dark web.","2021-05-29","2026-07-14","7069","","GPL-3.0","false","false","2","high","Repository is a maintained source and resource collection without its own collection or analysis implementation.","rejected","Rejected because it is a curated source collection without its own collection or analysis implementation."
"vis-network","https://github.com/visjs/vis-network","GitHub","2026-07-15","User-supplied GitHub list","manual review","","Investigation","","Browser library for rendering interactive node-and-edge network visualizations.","2019-07-16","2026-07-15","3599","JavaScript","Apache-2.0","false","false","2","high","Implementation is generic visualization infrastructure without a direct OSINT or investigative workflow.","rejected","Rejected: generic graph visualization library without a direct OSINT or investigative workflow."
"Dark Web OSINT Tools","https://github.com/apurvsinghgautam/dark-web-osint-tools","GitHub","2026-07-15","Independent GitHub research: dark web intelligence","dark web OSINT resources","Onion Service","Dark Web","","Curated list of dark-web OSINT tools and resources.","2021-01-07","2025-05-22","2456","","","false","false","1","high","Repository is a link collection rather than an implementation-bearing tool.","rejected","Rejected because it is a link and resource collection rather than an implementation-bearing tool."
"DiscordOSINT Resources","https://github.com/husseinmuhaisen/DiscordOSINT","GitHub","2026-07-15","User-supplied Discord OSINT repository","manual review","Username; URL","Social Media","","Curated resources and guidance for Discord investigations.","2021-06-16","2024-08-08","567","","MIT","false","false","1","high","Repository contains only README.md and LICENSE, without an implementation-bearing tool.","rejected","Rejected: resource list containing only README.md and LICENSE, without a tool implementation."
"osint-namecheckers-list","https://github.com/soxoj/osint-namecheckers-list","GitHub","2026-07-15","Identity Footprint reconnaissance attachment","manual review","Username","Social Media","","Curated list of username-search tools and online services.","2020-07-04","2026-06-15","693","","MIT","false","false","1","high","Repository is explicitly a curated source list without its own checker implementation.","rejected","Rejected: curated link and resource list without its own checker implementation."
"CommiPiste","https://github.com/soxoj/CommiPiste","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","OSINT tool for precise version fingerprinting of open-source web software","2026-06-27","2026-07-13","33","Python","MIT","false","false","11","high","https://t.me/cybdetective/3547","review",""
"aiwhisperer","https://github.com/voelspriet/aiwhisperer","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","DPG Campus Tool. Shrink massive PDFs to fit AI upload limits. Sanitize before uploading to reduce risk of exposing sensitive data.","2026-01-15","2026-01-20","50","Python","CC0-1.0","false","false","10","high","https://t.me/cybdetective/3373","review",""
"awesome-osint-arsenal","https://github.com/rawfilejson/awesome-osint-arsenal","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","🔍 Curated OSINT & recon toolkit for Kali Linux — 100+ tools, one-command installer, covering SOCMINT, GEOINT, network recon, dark web, forensics & more.","2026-04-12","2026-05-15","1422","Shell","","false","false","10","high","https://t.me/cybdetective/3469","review",""
"OnionClaw","https://github.com/christinminor459/OnionClaw","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","Provide AI agents with full Tor network access and dark web data through a zero-config OpenClaw skill or standalone tool.","2026-03-28","2026-07-16","222","Python","","false","false","10","high","https://t.me/cybdetective/3468","review",""
"OSINT","https://github.com/JambaAcademy/OSINT","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","Companion repo for A Complete Guide to Mastering OSINT (2025). Includes free templates ($5,000 value), latest 2025 OSINT tools, and resources for ethical intelligence gathering. Supports book chapters on social media, cryptocurrency, and more. Ideal for investigators and cybersecurity pros. github.com/JambaAcademy/OSINT","2025-08-27","2025-08-29","110","","MIT","false","false","10","high","https://t.me/cybdetective/3360","review",""
"OSINT-BIBLE","https://github.com/frangelbarrera/OSINT-BIBLE","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","Comprehensive 2026 OSINT guide — 450+ tools, AI intelligence, methodologies & ethics across 35 sections for investigation & threat intel.","2025-12-24","2026-07-01","613","","GPL-3.0","false","false","10","high","https://t.me/cybdetective/3372","review",""
"sharetrace","https://github.com/soxoj/sharetrace","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","🎭 Reveal the identity behind a share link","2026-03-29","2026-05-26","209","Python","GPL-3.0","false","true","10","high","https://t.me/cybdetective/3458","review",""
"social-id","https://github.com/ravenastar-js/social-id","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","✨ Social Media ID Cheatsheet. Encontre IDs do perfil de usuário usando código-fonte & ferramentas OSINT. Find user profile IDs using source code & OSINT tools (Instagram, TikTok, X/Twitter and more).","2026-03-01","2026-03-05","33","JavaScript","MIT","false","false","10","high","https://t.me/cybdetective/3419","review",""
"ai_osint","https://github.com/7WaySecurity/ai_osint","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","🤖 Curated AI OSINT resources — Google dorks, Shodan queries, GitHub dorks, and techniques to discover exposed LLM endpoints, leaked AI API keys, misconfigured vector databases, and unprotected AI agents","2026-04-08","2026-06-19","146","","","false","false","9","high","https://t.me/cybdetective/3464","review",""
"gitcolombo","https://github.com/soxoj/gitcolombo","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","🧬 Extract and analyze contributors info from git repos","2020-02-29","2026-05-29","89","Python","MIT","false","false","9","high","https://t.me/cybdetective/3494","review",""
"kronikier","https://github.com/soxoj/kronikier","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","🗄️ Get historical contacts for a website from web.archive.org snapshots","2026-05-29","2026-06-13","54","Python","MIT","false","false","9","high","https://t.me/cybdetective/3505","review",""
"linux-for-OSINT-21-day","https://github.com/cipher387/linux-for-OSINT-21-day","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","In this repository you will find sample commands and test files for each day of the course ""Linux for OSINT. A 21-day course for beginners"".","2023-05-12","2026-01-06","596","HTML","MIT","false","false","9","high","https://t.me/cybdetective/3362","review",""
"netlas-cookbook","https://github.com/netlas-io/netlas-cookbook","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","The goal of this guide is very simple - to teach anyone interested in cyber security, regardless of their knowledge level, how to make the most of Netlas.io.","2023-10-11","2025-06-27","879","Python","CC0-1.0","false","false","9","high","https://t.me/cybdetective/3513","review",""
"OSINT-Tools-Nigeria","https://github.com/zerometa-hq/OSINT-Tools-Nigeria","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","A specialized OSINT framework for high-signal investigations focused exclusively on the Nigerian landscape.","2026-06-29","2026-06-29","13","","","false","false","9","high","https://t.me/cybdetective/3534","review",""
"apt-resources","https://github.com/BrewedIntel/apt-resources","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","Curated list of APT group trackers, malware family indexes, naming maps, threat actor reporting, and public intelligence sources.","2025-12-10","2025-12-10","20","","","false","false","8","high","https://t.me/cybdetective/3543","review",""
"Awesome-AI-OSINT","https://github.com/ubikron/Awesome-AI-OSINT","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","A list of articles, videos, and tools related to the use of AI for OSINT.","2025-08-25","2026-05-05","722","","","false","false","8","high","https://t.me/cybdetective/3437","review",""
"obsidian-osint-templates","https://github.com/WebBreacher/obsidian-osint-templates","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","These templates are suggestions of how the Obsidian notetaking tool can be used during an OSINT investigation. The example data in those files should allow you to make some connections (see what I did there?) between how you record your data during an investigation and some of what the tool can offer FOR FREE!","2022-02-15","2026-06-14","797","","","false","false","8","high","https://t.me/cybdetective/3366","review",""
"stalkie","https://github.com/ashendilantha/stalkie","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","Username intelligence across 13+ platforms with confidence scoring, proxy support, and headless browser rendering.","2026-03-24","2026-04-15","90","Go","MIT","false","false","6","medium","https://t.me/cybdetective/3456","review",""
"txfetch","https://github.com/xaynov-osint/txfetch","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","Blockchain transaction retrieval tool for OSINT and crypto forensics. Search by timestamp, amount and memo across multiple networks. Find blockchain transactions by time, amount and memo — without the TX hash","2026-05-02","2026-05-31","32","Python","MIT","false","false","6","medium","https://t.me/cybdetective/3506","review",""
"D4rk_Intel-OSINT-Investigative-Toolkit","https://github.com/techenthusiast167/D4rk_Intel-OSINT-Investigative-Toolkit","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","A curated toolkit for Open-Source Intelligence (OSINT) investigations. This repository contains a collection of scripts, resources, and methodologies to aid in gathering and analyzing publicly available information. Designed for security researchers, journalists, and forensic analysts for ethical and legal investigations.","2025-12-07","2026-06-27","378","","","false","false","5","medium","https://t.me/cybdetective/3550","review",""
"python-for-OSINT-21-days","https://github.com/cipher387/python-for-OSINT-21-days","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","In this repository you will find sample code files for each day of the course ""Python for OSINT. A 21-day course for beginners"".","2023-03-26","2026-01-06","1113","Python","MIT","false","false","5","medium","https://t.me/cybdetective/3362","review",""
"Bing-Search-Operators-Cheatsheet","https://github.com/Provereno-Media/Bing-Search-Operators-Cheatsheet","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","A comprehensive, fact-checked reference of all Bing search operators, their syntax, reliability status, and OSINT use cases","2026-06-26","2026-06-26","8","","GPL-3.0","false","false","4","low","https://t.me/cybdetective/3532","review",""
"OSINT-Tools-France","https://github.com/Provereno-Media/OSINT-Tools-France","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","A list of OSINT resources that may be useful to you when conducting investigations related to France","2026-06-18","2026-06-18","8","","","false","true","4","low","https://t.me/cybdetective/3524","review",""
"sharetrace","https://github.com/hondling/sharetrace","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","🎭 Reveal the identity behind a share link","2026-01-12","2026-01-12","74","Python","GPL-3.0","false","true","4","low","https://t.me/cybdetective/3451","review",""
"ShopOSINT","https://github.com/redsecurityfr/ShopOSINT","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","","2026-05-28","2026-05-28","45","Python","","false","false","4","low","https://t.me/cybdetective/3507","review",""
"awesome-ai-security","https://github.com/ottosulin/awesome-ai-security","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","A collection of awesome resources related AI security","2023-06-13","2026-07-16","1270","","MIT","false","false","3","low","https://t.me/cybdetective/3374","review",""
"awesome-breach-intelligence","https://github.com/m00s3c/awesome-breach-intelligence","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","A list of data breach lookup and other OSINT tools","2026-03-09","2026-03-30","141","","","false","false","3","low","https://t.me/cybdetective/3511","review",""
"awesome-ip-search-engines","https://github.com/cipher387/awesome-ip-search-engines","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","This repository contains tutorials and tools for working with IP search engines. Search engines that search all devices connected to the Internet and collect a lot of different information about them (open ports, protocols used for data transfer, Whois information etc)).","2024-01-13","2025-08-27","343","","MIT","false","false","3","low","https://t.me/cybdetective/3513","review",""
"chinese_osint_search_dorks","https://github.com/ArgeliusLabs/chinese_osint_search_dorks","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","A Bilingual Field Guide to Baidu, Chinese-Language Query Pivots, Public Records, and Verification","2026-06-21","2026-06-21","102","","","false","false","3","low","https://t.me/cybdetective/3528","review",""
"Dark-Light-Viewer","https://github.com/bendobrown/Dark-Light-Viewer","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","Dark Light Viewer - a tool to conduct change detection over time using VIIRS night lights data.","2026-03-03","2026-03-03","56","JavaScript","MIT","false","false","3","low","https://t.me/cybdetective/3519","review",""
"OSINT-Books","https://github.com/ubikron/OSINT-Books","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","List of OSINT Books","2026-01-16","2026-05-18","275","","","false","false","3","low","https://t.me/cybdetective/3377","review",""
"OSINT-Conferences","https://github.com/ubikron/OSINT-Conferences","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","List of OSINT Conferences, meetups and events","2026-01-18","2026-05-11","22","","","false","false","3","low","https://t.me/cybdetective/3390","review",""
"OSINT-CTFs","https://github.com/ubikron/OSINT-CTFs","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","List of OSINT Capture The Flag platforms","2026-01-16","2026-03-27","70","","","false","false","3","low","https://t.me/cybdetective/3420","review",""
"OSINT-newsletters","https://github.com/ubikron/OSINT-newsletters","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","List of OSINT newsletters","2026-01-16","2026-03-30","33","","","false","false","3","low","https://t.me/cybdetective/3425","review",""
"Awesome-AI-Hacking-Agents","https://github.com/EvanThomasLuke/Awesome-AI-Hacking-Agents","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","","List of AI Hacking Agents","2026-02-06","2026-07-14","597","","","false","false","2","low","https://t.me/cybdetective/3510","review",""
"awesome-research","https://github.com/emptymalei/awesome-research","GitHub","2026-07-16","Cyber Detective Telegram","https://t.me/s/cybdetective","","Investigation","",":seedling: a curated list of tools to help you with your research/life; I built a front end around this repo, please use the link below [This repo is deprecated. Instead, I maintain all the contents using the following website]","2014-05-26","2026-05-19","2704","","","false","false","2","low","https://t.me/cybdetective/3484","review",""
